location,timestamp,parameter,units,value
NewDelhi-8118,2025-03-13T18:30:00.000-04:00,pm25,µg/m³,96.0
NewDelhi-8118,2025-03-14T00:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-03-14T08:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-14T09:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-03-14T16:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-03-14T10:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-14T17:30:00.000-04:00,pm25,µg/m³,23.0
NewDelhi-8118,2025-03-14T11:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-03-14T18:30:00.000-04:00,pm25,µg/m³,13.0
NewDelhi-8118,2025-03-14T12:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-03-14T19:30:00.000-04:00,pm25,µg/m³,16.0
NewDelhi-8118,2025-03-14T13:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-03-14T20:30:00.000-04:00,pm25,µg/m³,10.0
NewDelhi-8118,2025-03-14T21:30:00.000-04:00,pm25,µg/m³,19.0
NewDelhi-8118,2025-03-15T05:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-03-15T06:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-15T13:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-15T15:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-03-15T23:30:00.000-04:00,pm25,µg/m³,91.0
NewDelhi-8118,2025-03-15T16:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-03-16T00:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-03-15T17:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-03-16T01:30:00.000-04:00,pm25,µg/m³,66.0
NewDelhi-8118,2025-03-16T02:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-03-16T10:30:00.000-04:00,pm25,µg/m³,24.0
NewDelhi-8118,2025-03-16T03:30:00.000-04:00,pm25,µg/m³,38.0
NewDelhi-8118,2025-03-16T11:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-03-16T04:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-03-16T12:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-03-16T05:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-03-16T13:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-03-16T14:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-16T21:30:00.000-04:00,pm25,µg/m³,97.0
NewDelhi-8118,2025-03-16T16:30:00.000-04:00,pm25,µg/m³,39.0
NewDelhi-8118,2025-03-17T00:30:00.000-04:00,pm25,µg/m³,75.0
NewDelhi-8118,2025-03-16T17:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-03-17T01:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-03-17T02:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-03-17T10:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-03-17T11:30:00.000-04:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-03-17T18:30:00.000-04:00,pm25,µg/m³,91.0
NewDelhi-8118,2025-03-17T19:30:00.000-04:00,pm25,µg/m³,94.0
NewDelhi-8118,2025-03-18T03:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-03-18T23:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-03-19T07:30:00.000-04:00,pm25,µg/m³,18.0
NewDelhi-8118,2025-03-19T00:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-03-19T08:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-03-19T09:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-19T16:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-03-19T10:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-19T17:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-03-19T11:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-19T18:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-19T12:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-03-19T19:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-03-19T13:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-19T20:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-03-19T21:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-03-20T05:30:00.000-04:00,pm25,µg/m³,15.0
NewDelhi-8118,2025-03-19T22:30:00.000-04:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-03-20T06:30:00.000-04:00,pm25,µg/m³,21.0
NewDelhi-8118,2025-03-20T00:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-03-20T08:30:00.000-04:00,pm25,µg/m³,13.0
NewDelhi-8118,2025-03-20T01:30:00.000-04:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-03-20T09:30:00.000-04:00,pm25,µg/m³,20.0
NewDelhi-8118,2025-03-20T10:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-03-20T17:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-03-20T11:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-03-20T18:30:00.000-04:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-03-21T02:30:00.000-04:00,pm25,µg/m³,51.0
NewDelhi-8118,2025-03-21T11:30:00.000-04:00,pm25,µg/m³,51.0
NewDelhi-8118,2025-03-21T12:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-21T16:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-03-21T13:30:00.000-04:00,pm25,µg/m³,59.0
NewDelhi-8118,2025-03-21T17:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-03-21T21:30:00.000-04:00,pm25,µg/m³,74.0
NewDelhi-8118,2025-03-22T05:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-21T22:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-03-22T06:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-03-22T08:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-03-22T15:30:00.000-04:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-03-22T16:30:00.000-04:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-03-23T00:30:00.000-04:00,pm25,µg/m³,83.0
NewDelhi-8118,2025-03-22T17:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-03-23T01:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-03-22T18:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-03-23T02:30:00.000-04:00,pm25,µg/m³,35.0
NewDelhi-8118,2025-03-22T19:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-03-23T03:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-22T20:30:00.000-04:00,pm25,µg/m³,81.0
NewDelhi-8118,2025-03-23T04:30:00.000-04:00,pm25,µg/m³,37.0
NewDelhi-8118,2025-03-23T05:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-23T13:30:00.000-04:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-03-23T06:30:00.000-04:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-03-23T14:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-03-23T08:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-03-23T15:30:00.000-04:00,pm25,µg/m³,85.0
NewDelhi-8118,2025-03-23T09:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-03-23T16:30:00.000-04:00,pm25,µg/m³,90.0
NewDelhi-8118,2025-03-23T17:30:00.000-04:00,pm25,µg/m³,94.0
NewDelhi-8118,2025-03-24T02:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-03-24T03:30:00.000-04:00,pm25,µg/m³,30.0
NewDelhi-8118,2025-03-24T11:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-03-24T04:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-03-24T13:30:00.000-04:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-03-24T06:30:00.000-04:00,pm25,µg/m³,18.0
NewDelhi-8118,2025-03-24T00:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-03-24T07:30:00.000-04:00,pm25,µg/m³,21.0
NewDelhi-8118,2025-03-24T12:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-03-25T03:30:00.000-04:00,pm25,µg/m³,38.0
NewDelhi-8118,2025-03-25T11:30:00.000-04:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-03-25T04:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-03-25T12:30:00.000-04:00,pm25,µg/m³,82.0
NewDelhi-8118,2025-03-25T05:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-03-25T13:30:00.000-04:00,pm25,µg/m³,98.0
NewDelhi-8118,2025-03-26T02:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-26T10:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-03-26T03:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-03-26T11:30:00.000-04:00,pm25,µg/m³,74.0
NewDelhi-8118,2025-03-26T04:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-03-26T12:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-03-26T14:30:00.000-04:00,pm25,µg/m³,92.0
NewDelhi-8118,2025-03-27T00:30:00.000-04:00,pm25,µg/m³,70.0
NewDelhi-8118,2025-03-27T02:30:00.000-04:00,pm25,µg/m³,37.0
NewDelhi-8118,2025-03-27T12:30:00.000-04:00,pm25,µg/m³,51.0
NewDelhi-8118,2025-03-27T03:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-27T13:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-03-27T04:30:00.000-04:00,pm25,µg/m³,37.0
NewDelhi-8118,2025-03-27T14:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-03-27T05:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-03-27T06:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-03-26T23:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-03-27T23:30:00.000-04:00,pm25,µg/m³,79.0
NewDelhi-8118,2025-03-27T09:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-03-28T00:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-03-27T15:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-03-28T02:30:00.000-04:00,pm25,µg/m³,37.0
NewDelhi-8118,2025-03-28T04:30:00.000-04:00,pm25,µg/m³,35.0
NewDelhi-8118,2025-03-28T12:30:00.000-04:00,pm25,µg/m³,30.0
NewDelhi-8118,2025-03-28T05:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-03-28T13:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-03-28T06:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-03-28T14:30:00.000-04:00,pm25,µg/m³,24.0
NewDelhi-8118,2025-03-27T19:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-03-28T19:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-03-27T20:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-03-28T20:30:00.000-04:00,pm25,µg/m³,37.0
NewDelhi-8118,2025-03-27T21:30:00.000-04:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-03-28T21:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-03-28T15:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-03-28T23:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-03-29T00:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-03-29T08:30:00.000-04:00,pm25,µg/m³,21.0
NewDelhi-8118,2025-03-29T01:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-03-29T09:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-03-29T02:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-03-29T10:30:00.000-04:00,pm25,µg/m³,24.0
NewDelhi-8118,2025-03-29T11:30:00.000-04:00,pm25,µg/m³,38.0
NewDelhi-8118,2025-03-29T18:30:00.000-04:00,pm25,µg/m³,55.0
NewDelhi-8118,2025-03-29T13:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-03-29T19:30:00.000-04:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-03-29T14:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-03-29T21:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-03-29T22:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-03-30T07:30:00.000-04:00,pm25,µg/m³,14.0
NewDelhi-8118,2025-03-29T23:30:00.000-04:00,pm25,µg/m³,75.0
NewDelhi-8118,2025-03-30T09:30:00.000-04:00,pm25,µg/m³,19.0
NewDelhi-8118,2025-03-30T11:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-03-30T15:30:00.000-04:00,pm25,µg/m³,67.0
NewDelhi-8118,2025-03-30T12:30:00.000-04:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-03-30T16:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-03-30T13:30:00.000-04:00,pm25,µg/m³,65.0
NewDelhi-8118,2025-03-30T17:30:00.000-04:00,pm25,µg/m³,99.0
NewDelhi-8118,2025-03-29T20:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-03-30T18:30:00.000-04:00,pm25,µg/m³,95.0
NewDelhi-8118,2025-03-30T20:30:00.000-04:00,pm25,µg/m³,197.0
NewDelhi-8118,2025-03-31T06:30:00.000-04:00,pm25,µg/m³,9.0
NewDelhi-8118,2025-03-31T07:30:00.000-04:00,pm25,µg/m³,8.0
NewDelhi-8118,2025-03-30T22:30:00.000-04:00,pm25,µg/m³,165.0
NewDelhi-8118,2025-03-31T08:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-31T02:30:00.000-04:00,pm25,µg/m³,82.0
NewDelhi-8118,2025-03-31T10:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-03-31T15:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-03-31T11:30:00.000-04:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-03-31T16:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-31T12:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-03-31T17:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-03-31T18:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-04-01T02:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-03-31T19:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-04-01T03:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-04-01T10:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-04-01T17:30:00.000-04:00,pm25,µg/m³,96.0
NewDelhi-8118,2025-04-01T18:30:00.000-04:00,pm25,µg/m³,99.0
NewDelhi-8118,2025-04-02T02:30:00.000-04:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-04-02T06:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-04-02T14:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-04-02T08:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-04-02T15:30:00.000-04:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-04-02T16:30:00.000-04:00,pm25,µg/m³,90.0
NewDelhi-8118,2025-04-03T00:30:00.000-04:00,pm25,µg/m³,97.0
NewDelhi-8118,2025-04-02T17:30:00.000-04:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-04-03T01:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-04-02T18:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-04-03T02:30:00.000-04:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-04-03T03:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-03T11:30:00.000-04:00,pm25,µg/m³,79.0
NewDelhi-8118,2025-04-03T04:30:00.000-04:00,pm25,µg/m³,22.0
NewDelhi-8118,2025-04-03T12:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-04-03T05:30:00.000-04:00,pm25,µg/m³,17.0
NewDelhi-8118,2025-04-03T13:30:00.000-04:00,pm25,µg/m³,57.0
NewDelhi-8118,2025-04-03T06:30:00.000-04:00,pm25,µg/m³,13.0
NewDelhi-8118,2025-04-03T14:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-04-03T16:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-04-04T00:30:00.000-04:00,pm25,µg/m³,94.0
NewDelhi-8118,2025-04-03T17:30:00.000-04:00,pm25,µg/m³,83.0
NewDelhi-8118,2025-04-04T01:30:00.000-04:00,pm25,µg/m³,89.0
NewDelhi-8118,2025-04-03T18:30:00.000-04:00,pm25,µg/m³,90.0
NewDelhi-8118,2025-04-04T02:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-04-04T03:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-04-04T11:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-04-04T04:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-04-04T12:30:00.000-04:00,pm25,µg/m³,59.0
NewDelhi-8118,2025-04-04T05:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-04-04T13:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-04-04T06:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-04-04T14:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-04-04T16:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-04-05T00:30:00.000-04:00,pm25,µg/m³,92.0
NewDelhi-8118,2025-04-04T17:30:00.000-04:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-04-05T01:30:00.000-04:00,pm25,µg/m³,98.0
NewDelhi-8118,2025-04-04T18:30:00.000-04:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-04-05T02:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-04T19:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-04-05T03:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-04-05T04:30:00.000-04:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-04-05T12:30:00.000-04:00,pm25,µg/m³,67.0
NewDelhi-8118,2025-04-05T05:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-05T13:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-04-05T06:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-04-05T14:30:00.000-04:00,pm25,µg/m³,99.0
NewDelhi-8118,2025-04-06T03:30:00.000-04:00,pm25,µg/m³,59.0
NewDelhi-8118,2025-04-06T11:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-04-06T04:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-04-06T12:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-04-06T05:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-06T13:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-04-06T06:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-04-06T14:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-04-06T18:30:00.000-04:00,pm25,µg/m³,93.0
NewDelhi-8118,2025-04-07T02:30:00.000-04:00,pm25,µg/m³,98.0
NewDelhi-8118,2025-04-07T03:30:00.000-04:00,pm25,µg/m³,54.0
NewDelhi-8118,2025-04-07T11:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-04-07T04:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-04-07T12:30:00.000-04:00,pm25,µg/m³,81.0
NewDelhi-8118,2025-04-07T05:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-07T13:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-04-08T03:30:00.000-04:00,pm25,µg/m³,81.0
NewDelhi-8118,2025-04-08T11:30:00.000-04:00,pm25,µg/m³,96.0
NewDelhi-8118,2025-04-08T06:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-04-08T14:30:00.000-04:00,pm25,µg/m³,98.0
NewDelhi-8118,2025-04-09T06:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-04-09T14:30:00.000-04:00,pm25,µg/m³,96.0
NewDelhi-8118,2025-04-09T15:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-04-09T23:30:00.000-04:00,pm25,µg/m³,96.0
NewDelhi-8118,2025-04-09T16:30:00.000-04:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-04-10T00:30:00.000-04:00,pm25,µg/m³,92.0
NewDelhi-8118,2025-04-09T17:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-04-10T01:30:00.000-04:00,pm25,µg/m³,70.0
NewDelhi-8118,2025-04-09T18:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-04-10T02:30:00.000-04:00,pm25,µg/m³,50.0
NewDelhi-8118,2025-04-09T19:30:00.000-04:00,pm25,µg/m³,64.0
NewDelhi-8118,2025-04-10T03:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-04-09T20:30:00.000-04:00,pm25,µg/m³,70.0
NewDelhi-8118,2025-04-10T04:30:00.000-04:00,pm25,µg/m³,65.0
NewDelhi-8118,2025-04-09T21:30:00.000-04:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-04-10T05:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-04-10T08:30:00.000-04:00,pm25,µg/m³,92.0
NewDelhi-8118,2025-04-10T15:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-04-10T09:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-04-10T16:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-04-10T10:30:00.000-04:00,pm25,µg/m³,35.0
NewDelhi-8118,2025-04-10T17:30:00.000-04:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-04-10T11:30:00.000-04:00,pm25,µg/m³,26.0
NewDelhi-8118,2025-04-10T18:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-04-10T19:30:00.000-04:00,pm25,µg/m³,40.0
NewDelhi-8118,2025-04-11T03:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-04-10T20:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-11T04:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-04-10T21:30:00.000-04:00,pm25,µg/m³,54.0
NewDelhi-8118,2025-04-11T05:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-04-10T22:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-11T06:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-04-10T23:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-04-11T07:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-04-11T08:30:00.000-04:00,pm25,µg/m³,39.0
NewDelhi-8118,2025-04-11T15:30:00.000-04:00,pm25,µg/m³,30.0
NewDelhi-8118,2025-04-11T10:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-04-11T17:30:00.000-04:00,pm25,µg/m³,22.0
NewDelhi-8118,2025-04-11T11:30:00.000-04:00,pm25,µg/m³,15.0
NewDelhi-8118,2025-04-11T18:30:00.000-04:00,pm25,µg/m³,25.0
NewDelhi-8118,2025-04-11T12:30:00.000-04:00,pm25,µg/m³,13.0
NewDelhi-8118,2025-04-11T19:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-04-11T13:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-04-11T20:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-04-11T14:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-11T21:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-04-11T22:30:00.000-04:00,pm25,µg/m³,45.0
NewDelhi-8118,2025-04-12T06:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-04-11T23:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-04-12T07:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-04-12T00:30:00.000-04:00,pm25,µg/m³,83.0
NewDelhi-8118,2025-04-12T08:30:00.000-04:00,pm25,µg/m³,42.0
NewDelhi-8118,2025-04-12T01:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-04-12T09:30:00.000-04:00,pm25,µg/m³,51.0
NewDelhi-8118,2025-04-12T14:30:00.000-04:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-04-12T21:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-04-12T15:30:00.000-04:00,pm25,µg/m³,30.0
NewDelhi-8118,2025-04-12T23:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-04-12T16:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-13T00:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-04-13T05:30:00.000-04:00,pm25,µg/m³,46.0
NewDelhi-8118,2025-04-13T13:30:00.000-04:00,pm25,µg/m³,79.0
NewDelhi-8118,2025-04-13T06:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-04-13T14:30:00.000-04:00,pm25,µg/m³,64.0
