features,pm25,AQI_Category
"[130.0,31.8,47.7,-2.5,13.350000000000001,131.16666666666666,19.0]",127.5,Unhealthy
"[130.5,14.65,40.65,-5.5,-6.35,130.5,1.0]",125.0,Unhealthy
"[130.5,15.95,61.3,1.5,-2.9499999999999993,130.5,19.0]",132.0,Unhealthy
"[131.0,10.05,59.85,-1.0,-1.75,131.0,2.0]",130.0,Unhealthy
"[131.0,20.5,44.3,-14.0,9.1,131.0,5.0]",117.0,Unhealthy
"[131.0,20.8,63.8,1.5,1.4499999999999993,135.16666666666666,20.0]",132.5,Unhealthy
"[131.0,24.1,62.7,-3.5,-4.599999999999998,128.33333333333334,1.0]",127.5,Unhealthy
"[131.0,25.6,73.0,17.5,3.5,135.33333333333334,21.0]",148.5,Unhealthy
"[131.0,27.85,55.05,16.0,5.150000000000002,131.0,4.0]",147.0,Unhealthy
"[131.0,29.099999999999998,71.55,-4.0,3.6999999999999993,131.0,21.0]",127.0,Unhealthy
"[131.5,22.95,53.900000000000006,-2.5,7.949999999999999,131.5,21.0]",129.0,Unhealthy
"[131.5,25.75,72.2,-2.5,-5.649999999999999,131.5,20.0]",129.0,Unhealthy
"[132.0,5.5,79.3,-2.0,-12.0,131.83333333333334,0.0]",130.0,Unhealthy
"[132.0,9.6,47.6,0.0,-9.200000000000001,134.33333333333334,10.0]",132.0,Unhealthy
"[132.0,13.0,76.1,4.5,-2.9499999999999993,133.0,20.0]",136.5,Unhealthy
"[132.0,14.2,83.7,1.0,-9.250000000000004,131.33333333333334,19.0]",133.0,Unhealthy
"[132.0,14.6,52.3,0.5,-9.35,142.83333333333334,0.0]",132.5,Unhealthy
"[132.0,16.9,31.1,2.5,2.1999999999999993,130.33333333333334,6.0]",134.5,Unhealthy
"[132.0,19.2,66.5,-7.5,1.0999999999999979,135.16666666666666,23.0]",124.5,Unhealthy
"[132.0,19.6,55.8,-8.0,0.7000000000000028,128.33333333333334,17.0]",124.0,Unhealthy
"[132.0,20.85,44.25,0.0,11.250000000000002,132.0,10.0]",132.0,Unhealthy
"[132.0,21.05,71.15,6.0,-11.150000000000002,132.0,3.0]",138.0,Unhealthy
"[132.0,29.5,72.3,-4.0,1.1000000000000014,130.83333333333334,19.0]",128.0,Unhealthy
"[132.0,29.6,71.8,-7.0,9.100000000000001,133.5,10.0]",125.0,Unhealthy
"[132.0,29.7,58.6,7.0,-1.1500000000000021,132.0,21.0]",139.0,Unhealthy
"[132.0,32.1,40.9,6.0,11.25,134.0,11.0]",138.0,Unhealthy
"[132.5,13.8,42.45,0.5,-0.7999999999999989,132.5,0.0]",133.0,Unhealthy
"[132.5,17.4,58.6,-11.5,6.799999999999999,132.5,5.0]",121.0,Unhealthy
"[132.5,21.65,60.75,9.5,5.449999999999999,132.5,14.0]",142.0,Unhealthy
"[132.5,28.4,67.0,-0.5,1.0999999999999979,132.5,18.0]",132.0,Unhealthy
"[132.5,30.05,57.599999999999994,9.5,-0.9499999999999993,132.5,21.0]",142.0,Unhealthy
"[133.0,9.2,62.099999999999994,-6.0,0.09999999999999964,133.0,0.0]",127.0,Unhealthy
"[133.0,13.0,32.6,-7.5,-0.8000000000000007,130.33333333333334,1.0]",125.5,Unhealthy
"[133.0,22.799999999999997,81.05000000000001,1.0,8.599999999999998,133.0,19.0]",134.0,Unhealthy
"[133.0,27.3,61.7,-0.5,7.600000000000001,135.33333333333334,18.0]",132.5,Unhealthy
"[133.0,28.450000000000003,70.5,4.0,-3.6499999999999986,133.0,4.0]",137.0,Unhealthy
"[133.0,29.7,51.2,3.0,-1.3000000000000007,133.0,1.0]",136.0,Unhealthy
"[133.0,31.8,48.15,-3.0,-0.8000000000000007,133.0,0.0]",130.0,Unhealthy
"[133.5,12.899999999999999,43.9,10.5,-2.3000000000000007,133.5,4.0]",144.0,Unhealthy
"[133.5,17.5,79.55,-1.5,-12.0,133.5,23.0]",132.0,Unhealthy
"[133.5,22.0,34.8,18.5,3.3000000000000007,133.5,15.0]",152.0,Unhealthy
"[134.0,10.7,34.6,2.5,-5.1,135.16666666666666,4.0]",136.5,Unhealthy
"[134.0,15.0,39.6,-2.5,-2.8999999999999986,132.66666666666666,21.0]",131.5,Unhealthy
"[134.0,15.9,55.1,0.5,-2.299999999999999,139.16666666666666,15.0]",134.5,Unhealthy
"[134.0,21.2,45.599999999999994,-3.0,-6.0,134.0,22.0]",131.0,Unhealthy
"[134.0,23.3,83.8,6.0,7.65,132.83333333333334,13.0]",140.0,Unhealthy
"[134.0,25.5,60.6,8.0,3.3000000000000007,137.66666666666666,12.0]",142.0,Unhealthy
"[134.0,25.95,57.8,-9.0,7.949999999999999,134.0,2.0]",125.0,Unhealthy
"[134.0,29.1,35.1,6.0,-2.1999999999999993,134.0,13.0]",140.0,Unhealthy
"[134.0,31.4,78.4,-2.5,8.600000000000001,132.83333333333334,20.0]",131.5,Unhealthy
"[134.0,34.9,80.3,31.0,11.399999999999999,137.66666666666666,12.0]",165.0,Unhealthy
"[134.5,21.4,70.6,4.5,13.099999999999998,134.5,3.0]",139.0,Unhealthy
"[134.5,22.7,32.150000000000006,2.5,5.800000000000001,134.5,6.0]",137.0,Unhealthy
"[134.5,25.5,61.349999999999994,-7.5,-1.6000000000000014,134.5,15.0]",127.0,Unhealthy
"[134.5,26.95,61.550000000000004,7.5,7.349999999999998,134.5,13.0]",142.0,Unhealthy
"[134.5,28.05,59.75,-6.5,3.4499999999999993,134.5,7.0]",128.0,Unhealthy
"[135.0,6.4,36.2,3.0,-8.049999999999999,139.0,6.0]",138.0,Unhealthy
"[135.0,15.799999999999999,38.95,-1.0,-5.1,135.0,3.0]",134.0,Unhealthy
"[135.0,16.5,55.0,-14.0,-6.75,139.16666666666666,20.0]",121.0,Unhealthy
"[135.0,24.8,79.8,10.5,8.7,134.66666666666666,17.0]",145.5,Unhealthy
"[135.0,25.4,87.0,-4.0,-0.8999999999999986,138.83333333333334,21.0]",131.0,Unhealthy
"[135.0,29.5,79.8,-1.5,-0.6999999999999993,133.5,23.0]",133.5,Unhealthy
"[135.0,30.1,57.6,-6.5,12.400000000000002,134.66666666666666,17.0]",128.5,Unhealthy
"[135.0,33.3,83.0,-4.0,8.7,133.5,16.0]",131.0,Unhealthy
"[136.0,16.7,34.5,-8.0,-7.300000000000001,134.16666666666666,22.0]",128.0,Unhealthy
"[136.0,18.45,63.0,-6.0,13.35,136.0,18.0]",130.0,Unhealthy
"[136.0,20.9,43.3,-1.0,-2.5500000000000007,133.66666666666666,3.0]",135.0,Unhealthy
"[136.0,28.4,39.6,-8.0,-1.3000000000000007,132.33333333333334,2.0]",128.0,Unhealthy
"[136.0,32.6,33.5,-3.0,5.649999999999999,132.16666666666666,0.0]",133.0,Unhealthy
"[136.5,11.399999999999999,37.0,2.5,0.6999999999999993,136.5,4.0]",139.0,Unhealthy
"[137.0,9.5,78.7,11.0,0.0,143.66666666666666,20.0]",148.0,Unhealthy
"[137.0,21.9,67.9,-7.5,-6.400000000000002,132.33333333333334,5.0]",129.5,Unhealthy
"[137.0,22.2,73.9,-3.0,3.3000000000000007,137.0,11.0]",134.0,Unhealthy
"[137.0,27.2,53.4,-3.0,2.0,138.66666666666666,22.0]",134.0,Unhealthy
"[137.0,28.5,33.2,5.0,5.800000000000001,137.83333333333334,7.0]",142.0,Unhealthy
"[137.0,34.9,76.3,13.0,13.100000000000001,154.16666666666666,23.0]",150.0,Unhealthy
"[138.0,9.9,67.8,9.5,-11.15,139.16666666666666,4.0]",147.5,Unhealthy
"[138.0,14.7,52.5,3.5,-1.200000000000001,141.0,13.0]",141.5,Unhealthy
"[138.0,15.5,55.1,3.0,9.1,138.0,6.0]",141.0,Unhealthy
"[138.0,18.2,33.9,-5.0,-5.550000000000001,137.66666666666666,1.0]",133.0,Unhealthy
"[138.0,18.9,36.7,-8.5,6.899999999999999,137.16666666666666,22.0]",129.5,Unhealthy
"[138.0,19.849999999999998,75.19999999999999,10.0,12.049999999999997,138.0,15.0]",148.0,Unhealthy
"[138.0,22.5,63.900000000000006,6.0,-9.600000000000001,138.0,11.0]",144.0,Unhealthy
"[138.0,29.9,31.3,7.5,9.649999999999999,141.83333333333334,22.0]",145.5,Unhealthy
"[139.0,9.1,34.4,-6.0,-8.15,137.66666666666666,0.0]",133.0,Unhealthy
"[139.0,10.2,60.4,21.0,0.0,146.0,15.0]",160.0,Unhealthy
"[139.0,10.2,88.7,0.0,1.3999999999999986,132.0,15.0]",139.0,Unhealthy
"[139.0,12.1,39.4,6.0,0.7000000000000011,140.16666666666666,5.0]",145.0,Unhealthy
"[139.0,18.25,78.1,12.0,-5.649999999999999,139.0,16.0]",151.0,Unhealthy
"[139.0,18.45,44.85,14.0,4.75,139.0,20.0]",153.0,Unhealthy
"[139.0,18.8,50.35,-7.0,-9.2,139.0,9.0]",132.0,Unhealthy
"[139.0,19.6,75.8,10.0,-0.5,139.0,21.0]",149.0,Unhealthy
"[139.0,19.7,71.6,7.0,-10.0,139.0,21.0]",146.0,Unhealthy
"[139.0,34.1,57.4,-6.5,13.150000000000002,139.66666666666666,23.0]",132.5,Unhealthy
"[139.0,34.5,68.3,-9.5,13.100000000000001,134.33333333333334,4.0]",129.5,Unhealthy
"[139.5,9.6,80.3,14.5,1.0,139.5,13.0]",154.0,Unhealthy
"[140.0,17.0,86.6,6.0,-6.300000000000001,140.0,13.0]",146.0,Unhealthy
"[140.0,18.9,87.2,-3.0,-4.649999999999999,140.33333333333334,11.0]",137.0,Unhealthy
"[140.0,24.3,64.3,4.0,-0.34999999999999787,142.0,9.0]",144.0,Unhealthy
"[140.0,25.3,53.6,13.5,-1.5,146.66666666666666,3.0]",153.5,Unhealthy
"[140.0,26.9,31.5,15.0,-2.200000000000003,143.0,14.0]",155.0,Unhealthy
"[140.0,33.8,69.0,5.0,12.45,142.16666666666666,2.0]",145.0,Unhealthy
"[140.5,16.4,81.6,-46.5,9.499999999999998,140.5,8.0]",94.0,Moderate
"[140.5,17.7,44.15,-5.5,12.399999999999999,140.5,16.0]",135.0,Unhealthy
"[141.0,17.25,53.150000000000006,-2.0,-8.149999999999999,141.0,23.0]",139.0,Unhealthy
"[141.0,31.3,54.5,-2.5,9.150000000000002,138.66666666666666,21.0]",138.5,Unhealthy
"[141.5,15.35,64.65,-17.5,-1.549999999999999,141.5,6.0]",124.0,Unhealthy
"[141.5,15.799999999999999,44.4,3.5,1.0999999999999996,141.5,13.0]",145.0,Unhealthy
"[141.5,28.200000000000003,59.25,23.5,-0.8999999999999986,141.5,10.0]",165.0,Unhealthy
"[142.0,5.1,78.3,-6.0,-10.200000000000001,140.33333333333334,18.0]",136.0,Unhealthy
"[142.0,20.25,47.35,-4.0,9.65,142.0,21.0]",138.0,Unhealthy
"[142.0,23.75,54.55,-4.0,-5.550000000000001,142.0,0.0]",138.0,Unhealthy
"[142.0,24.65,66.25,-2.0,-0.3500000000000014,142.0,8.0]",140.0,Unhealthy
"[142.0,25.7,35.7,-20.0,-3.2500000000000036,125.66666666666667,8.0]",122.0,Unhealthy
"[142.0,26.55,59.95,5.0,-1.9499999999999993,142.0,7.0]",147.0,Unhealthy
"[142.0,29.1,46.1,3.5,-0.9499999999999993,140.0,22.0]",145.5,Unhealthy
"[142.0,34.3,80.9,16.5,7.349999999999998,145.0,14.0]",158.5,Unhealthy
"[142.5,30.2,62.349999999999994,18.5,2.599999999999998,142.5,14.0]",161.0,Unhealthy
"[143.0,8.9,41.2,-1.5,-8.65,143.33333333333334,1.0]",141.5,Unhealthy
"[143.0,15.2,61.3,-13.5,-5.900000000000002,142.33333333333334,8.0]",129.5,Unhealthy
"[143.0,15.3,61.45,-1.0,-10.2,143.0,17.0]",142.0,Unhealthy
"[143.0,18.0,55.7,-9.0,5.65,141.66666666666666,2.0]",134.0,Unhealthy
"[143.0,25.4,71.9,-2.0,7.850000000000001,142.83333333333334,23.0]",141.0,Unhealthy
"[143.0,26.1,39.6,7.0,-3.0500000000000007,146.0,4.0]",150.0,Unhealthy
"[143.5,15.9,49.55,-5.5,-1.200000000000001,143.5,12.0]",138.0,Unhealthy
"[143.5,20.5,80.55,-11.5,9.1,143.5,9.0]",132.0,Unhealthy
"[144.0,5.8,78.2,1.0,-4.3,146.66666666666666,9.0]",145.0,Unhealthy
"[144.0,10.6,40.0,-11.5,-2.299999999999999,136.66666666666666,5.0]",132.5,Unhealthy
"[144.0,12.0,50.35,-6.0,6.9,144.0,21.0]",138.0,Unhealthy
"[144.0,12.9,86.9,14.5,-9.6,146.83333333333334,12.0]",158.5,Unhealthy
"[144.0,23.549999999999997,78.05000000000001,-4.0,-4.650000000000002,144.0,10.0]",140.0,Unhealthy
"[144.0,25.0,68.2,-2.0,9.95,147.0,8.0]",142.0,Unhealthy
"[144.0,25.5,44.6,-1.0,5.050000000000001,146.5,17.0]",143.0,Unhealthy
"[144.0,26.25,66.6,4.0,1.9499999999999993,144.0,9.0]",148.0,Unhealthy
"[144.0,29.75,55.849999999999994,7.0,4.949999999999999,144.0,5.0]",151.0,Unhealthy
"[144.5,17.549999999999997,78.25,-1.5,7.849999999999998,144.5,22.0]",143.0,Unhealthy
"[145.0,11.4,35.4,-14.0,-11.249999999999998,140.33333333333334,5.0]",131.0,Unhealthy
"[145.0,12.0,49.05,6.0,-0.09999999999999964,145.0,5.0]",151.0,Unhealthy
"[145.0,14.8,39.8,0.0,-18.599999999999998,148.0,0.0]",145.0,Unhealthy
"[145.0,15.2,60.1,-10.0,2.5500000000000007,149.0,7.0]",135.0,Unhealthy
"[145.0,20.049999999999997,71.2,1.0,14.249999999999996,145.0,9.0]",146.0,Unhealthy
"[145.0,21.0,50.5,-9.0,6.199999999999999,142.0,0.0]",136.0,Unhealthy
"[145.0,23.099999999999998,78.25,5.0,-10.7,145.0,2.0]",150.0,Unhealthy
"[145.0,29.150000000000002,49.7,-2.0,-3.0500000000000007,145.0,3.0]",143.0,Unhealthy
"[145.0,33.9,46.0,0.0,10.75,145.83333333333334,4.0]",145.0,Unhealthy
"[145.0,34.7,45.8,4.5,8.900000000000002,147.5,22.0]",149.5,Unhealthy
"[145.5,16.7,72.7,-29.5,7.199999999999999,145.5,6.0]",116.0,Unhealthy
"[145.5,19.15,55.45,10.5,-5.650000000000002,145.5,17.0]",156.0,Unhealthy
"[145.5,26.5,40.2,7.5,-3.3999999999999986,145.5,22.0]",153.0,Unhealthy
"[146.0,5.3,30.7,-5.5,-13.349999999999998,137.5,16.0]",140.5,Unhealthy
"[146.0,7.5,32.9,-17.5,-6.199999999999999,149.5,5.0]",128.5,Unhealthy
"[146.0,9.5,78.15,-9.0,0.0,146.0,19.0]",137.0,Unhealthy
"[146.0,9.7,84.6,-1.5,-10.0,143.16666666666666,22.0]",144.5,Unhealthy
"[146.0,10.7,89.4,7.5,-6.300000000000001,146.5,14.0]",153.5,Unhealthy
"[146.0,18.1,60.0,0.0,-6.25,149.33333333333334,8.0]",146.0,Unhealthy
"[146.0,23.05,56.55,0.0,4.949999999999999,146.0,8.0]",146.0,Unhealthy
"[146.0,23.549999999999997,78.55000000000001,17.0,-4.850000000000001,146.0,17.0]",163.0,Unhealthy
"[146.0,27.450000000000003,75.5,0.0,1.8500000000000014,146.0,23.0]",146.0,Unhealthy
"[146.0,28.0,53.1,-7.0,4.949999999999999,143.66666666666666,9.0]",139.0,Unhealthy
"[146.0,34.3,64.2,2.0,14.25,146.33333333333334,10.0]",148.0,Unhealthy
"[146.5,26.8,43.55,-6.5,-1.5,146.5,2.0]",140.0,Unhealthy
"[147.0,24.6,86.7,15.5,-1.9499999999999993,150.5,8.0]",162.5,Unhealthy
"[147.0,32.2,59.8,-2.0,3.0500000000000007,143.16666666666666,3.0]",145.0,Unhealthy
"[147.0,33.0,39.9,6.0,5.149999999999999,143.66666666666666,5.0]",153.0,Unhealthy
"[147.5,8.0,69.35,9.5,-1.9000000000000004,147.5,4.0]",157.0,Unhealthy
"[147.5,20.95,54.849999999999994,-8.5,13.149999999999999,147.5,22.0]",139.0,Unhealthy
"[147.5,23.15,66.75,-2.5,10.749999999999998,147.5,3.0]",145.0,Unhealthy
"[148.0,12.1,54.9,-7.5,-9.9,145.5,17.0]",140.5,Unhealthy
"[148.0,12.35,68.30000000000001,-5.0,5.6499999999999995,148.0,1.0]",143.0,Unhealthy
"[148.0,18.35,78.0,11.0,8.850000000000001,148.0,20.0]",159.0,Unhealthy
"[148.0,22.0,66.6,0.0,-9.899999999999999,148.0,16.0]",148.0,Unhealthy
"[148.0,23.5,88.8,2.5,-0.10000000000000142,144.0,4.0]",150.5,Unhealthy
"[148.0,26.2,71.0,-2.5,2.849999999999998,147.5,0.0]",145.5,Unhealthy
"[148.0,27.299999999999997,62.8,2.0,-7.0,148.0,10.0]",150.0,Unhealthy
"[148.0,28.2,68.9,-4.0,1.9499999999999993,145.33333333333334,10.0]",144.0,Unhealthy
"[148.0,31.9,78.3,0.0,12.05,144.66666666666666,16.0]",148.0,Unhealthy
"[148.5,21.3,66.8,17.5,-4.300000000000001,148.5,21.0]",166.0,Unhealthy
"[149.0,8.3,75.2,4.5,-10.400000000000002,149.33333333333334,23.0]",153.5,Unhealthy
"[149.0,17.1,46.6,-5.5,-1.6000000000000014,147.33333333333334,12.0]",143.5,Unhealthy
"[149.0,18.1,63.55,-17.0,1.1000000000000014,149.0,22.0]",132.0,Unhealthy
"[149.0,19.1,85.6,4.0,-0.5,147.0,22.0]",153.0,Unhealthy
"[149.0,23.35,75.15,-1.0,2.8500000000000014,149.0,23.0]",148.0,Unhealthy
"[149.0,34.8,49.3,23.0,12.0,163.83333333333334,22.0]",172.0,Unhealthy
"[149.5,11.55,69.7,-3.5,-0.9499999999999993,149.5,20.0]",146.0,Unhealthy
"[149.5,18.700000000000003,54.0,-0.5,-1.5999999999999979,149.5,11.0]",149.0,Unhealthy
"[149.5,33.4,45.8,4.5,-1.3000000000000043,149.5,22.0]",154.0,Unhealthy
"[150.0,5.1,64.0,-6.0,-4.700000000000001,153.0,21.0]",144.0,Unhealthy
"[150.0,13.4,30.5,7.5,-6.049999999999999,149.83333333333334,13.0]",157.5,Unhealthy
"[150.0,20.3,61.4,-0.5,-6.9999999999999964,149.16666666666666,11.0]",149.5,Unhealthy
"[150.0,20.5,79.3,-1.0,-5.199999999999999,150.83333333333334,23.0]",149.0,Unhealthy
"[150.0,25.3,51.150000000000006,7.0,-0.8000000000000007,150.0,4.0]",157.0,Unhealthy
"[150.0,34.9,76.3,0.0,0.0,145.66666666666666,23.0]",150.0,Unhealthy
"[150.0,34.9,76.3,8.0,0.0,152.66666666666666,0.0]",158.0,Unhealthy
"[150.5,23.0,84.6,2.5,-0.5,150.5,4.0]",153.0,Unhealthy
"[150.5,26.299999999999997,60.05,-15.5,-0.9000000000000021,150.5,20.0]",135.0,Unhealthy
"[151.0,10.1,77.7,-7.0,-4.300000000000001,151.0,8.0]",144.0,Unhealthy
"[151.0,12.6,66.4,18.0,-5.65,153.0,17.0]",169.0,Unhealthy
"[151.0,16.9,73.4,-3.0,-2.450000000000003,151.16666666666666,21.0]",148.0,Unhealthy
"[151.0,34.7,30.9,11.5,4.950000000000003,152.5,6.0]",162.5,Unhealthy
"[151.5,24.1,32.599999999999994,25.5,2.1000000000000014,151.5,15.0]",177.0,Unhealthy
"[152.0,25.3,33.9,18.5,3.3000000000000007,152.0,16.0]",170.5,Unhealthy
"[152.0,33.4,73.8,-12.5,12.649999999999999,151.33333333333334,2.0]",139.5,Unhealthy
"[152.5,20.45,58.150000000000006,-8.5,5.049999999999999,152.5,16.0]",144.0,Unhealthy
"[153.0,6.7,80.9,-5.0,-7.499999999999999,152.16666666666666,1.0]",148.0,Unhealthy
"[153.0,12.5,76.0,-3.5,-6.399999999999999,153.83333333333334,20.0]",149.5,Unhealthy
"[153.0,16.75,83.75,4.0,-2.3500000000000014,153.0,22.0]",157.0,Unhealthy
"[153.0,18.6,53.0,1.5,0.8500000000000014,152.16666666666666,15.0]",154.5,Unhealthy
"[153.0,21.65,60.25,-7.0,3.9499999999999993,153.0,22.0]",146.0,Unhealthy
"[153.0,22.5,80.4,-9.0,-0.5,149.16666666666666,5.0]",144.0,Unhealthy
"[153.0,23.1,49.1,2.5,-3.3999999999999986,151.33333333333334,23.0]",155.5,Unhealthy
"[153.0,23.2,39.7,-8.0,4.75,145.66666666666666,21.0]",145.0,Unhealthy
"[153.0,24.95,41.55,6.0,-8.05,153.0,5.0]",159.0,Unhealthy
"[153.0,28.3,33.5,-6.5,-0.40000000000000213,154.33333333333334,2.0]",146.5,Unhealthy
"[153.5,15.05,69.1,4.5,6.75,153.5,23.0]",158.0,Unhealthy
"[153.5,17.0,70.0,13.5,-8.3,153.5,3.0]",167.0,Unhealthy
"[153.5,25.7,79.65,-3.5,-5.199999999999999,153.5,22.0]",150.0,Unhealthy
"[154.0,10.6,89.1,12.5,1.0,153.33333333333334,14.0]",166.5,Unhealthy
"[154.0,13.2,34.9,0.0,-17.0,154.0,6.0]",154.0,Unhealthy
"[154.0,30.2,88.1,0.0,17.0,154.83333333333334,5.0]",154.0,Unhealthy
"[154.5,19.35,74.75,-3.5,-2.4499999999999993,154.5,20.0]",151.0,Unhealthy
"[154.5,21.1,62.8,-11.5,-5.899999999999999,154.5,7.0]",143.0,Unhealthy
"[154.5,23.75,53.35,1.5,5.149999999999999,154.5,15.0]",156.0,Unhealthy
"[154.5,27.35,64.9,10.5,7.650000000000002,154.5,16.0]",165.0,Unhealthy
"[155.0,11.4,89.3,-11.5,-3.8499999999999996,161.5,9.0]",143.5,Unhealthy
"[155.0,15.05,51.900000000000006,-11.0,9.950000000000001,155.0,7.0]",144.0,Unhealthy
"[155.0,21.9,52.9,13.0,2.6000000000000014,159.5,2.0]",168.0,Unhealthy
"[155.0,27.45,40.6,15.0,0.5500000000000007,155.0,14.0]",170.0,Unhealthy
"[155.5,14.2,79.65,-2.5,-7.5,155.5,0.0]",153.0,Unhealthy
"[155.5,19.299999999999997,61.2,-0.5,2.599999999999998,155.5,1.0]",155.0,Unhealthy
"[155.5,22.4,63.75,2.5,-0.7000000000000028,155.5,23.0]",158.0,Unhealthy
"[156.0,7.8,52.3,-8.5,-7.45,154.5,22.0]",147.5,Unhealthy
"[156.0,8.5,77.6,1.0,-2.3000000000000007,161.16666666666666,19.0]",157.0,Unhealthy
"[156.0,9.5,64.7,36.0,-3.0,156.0,4.0]",192.0,Unhealthy
"[156.0,13.5,31.1,-1.5,-5.649999999999999,152.0,18.0]",154.5,Unhealthy
"[156.0,16.4,71.9,2.0,-0.14999999999999858,159.0,18.0]",158.0,Unhealthy
"[156.0,16.7,69.5,-0.5,-2.5500000000000007,156.16666666666666,1.0]",155.5,Unhealthy
"[156.0,17.6,68.5,0.0,1.5,160.0,1.0]",156.0,Unhealthy
"[156.0,25.5,30.9,0.0,3.9499999999999993,156.0,2.0]",156.0,Unhealthy
"[156.0,26.45,47.8,0.0,0.9499999999999993,156.0,2.0]",156.0,Unhealthy
"[156.0,27.4,64.7,1.5,0.9499999999999993,156.5,3.0]",157.5,Unhealthy
"[156.0,28.9,53.7,30.5,5.149999999999999,165.66666666666666,16.0]",186.5,Unhealthy
"[156.5,23.0,56.3,27.5,0.6999999999999993,156.5,14.0]",184.0,Unhealthy
"[157.0,6.1,70.9,4.0,-1.9000000000000004,155.16666666666666,5.0]",161.0,Unhealthy
"[157.0,14.4,81.9,1.0,-2.3499999999999996,156.0,23.0]",158.0,Unhealthy
"[157.0,19.25,66.25,-1.0,-2.5500000000000007,157.0,0.0]",156.0,Unhealthy
"[157.5,18.45,67.0,1.5,-8.95,157.5,3.0]",159.0,Unhealthy
"[157.5,21.75,45.0,7.5,8.35,157.5,13.0]",165.0,Unhealthy
"[158.0,13.3,56.550000000000004,1.0,-1.0999999999999996,158.0,23.0]",159.0,Unhealthy
"[158.0,14.4,77.2,-7.0,-3.200000000000001,158.33333333333334,8.0]",151.0,Unhealthy
"[158.0,15.7,76.3,4.5,-6.099999999999998,165.5,19.0]",162.5,Unhealthy
"[158.0,21.7,78.4,-2.5,-0.6999999999999993,156.33333333333334,0.0]",155.5,Unhealthy
"[158.0,21.8,63.0,-1.0,6.75,156.16666666666666,0.0]",157.0,Unhealthy
"[158.0,21.8,76.1,-3.5,6.65,156.5,20.0]",154.5,Unhealthy
"[158.0,26.9,54.0,7.5,-2.75,161.33333333333334,21.0]",165.5,Unhealthy
"[158.0,27.7,61.1,3.0,0.05000000000000071,162.83333333333334,4.0]",161.0,Unhealthy
"[158.5,13.8,82.7,14.5,0.9000000000000004,158.5,12.0]",173.0,Unhealthy
"[158.5,23.4,75.25,16.5,-10.899999999999999,158.5,14.0]",175.0,Unhealthy
"[159.0,9.5,69.3,-2.5,-8.95,157.66666666666666,4.0]",156.5,Unhealthy
"[159.0,12.2,31.2,7.0,-1.1000000000000014,161.0,0.0]",166.0,Unhealthy
"[159.0,18.9,71.9,-6.0,-6.400000000000002,159.0,19.0]",153.0,Unhealthy
"[159.5,30.799999999999997,84.0,-2.5,0.09999999999999787,159.5,21.0]",157.0,Unhealthy
"[160.0,5.5,30.4,3.0,-5.449999999999999,160.33333333333334,19.0]",163.0,Unhealthy
"[160.0,12.649999999999999,60.4,0.0,1.549999999999999,160.0,2.0]",160.0,Unhealthy
"[160.0,14.2,75.6,16.0,1.5500000000000007,165.33333333333334,3.0]",176.0,Unhealthy
"[160.0,15.25,41.2,-4.0,-7.449999999999999,160.0,21.0]",156.0,Unhealthy
"[160.0,17.7,44.7,-7.0,-2.099999999999998,162.33333333333334,22.0]",153.0,Unhealthy
"[160.0,30.9,50.1,4.5,20.7,154.5,16.0]",164.5,Unhealthy
"[160.5,29.65,45.7,-2.5,-2.75,160.5,20.0]",158.0,Unhealthy
"[161.0,14.05,75.7,4.0,7.950000000000001,161.0,5.0]",165.0,Unhealthy
"[161.0,15.4,71.7,-8.5,-6.299999999999999,159.66666666666666,16.0]",152.5,Unhealthy
"[161.0,29.85,70.1,3.0,2.150000000000002,161.0,4.0]",164.0,Unhealthy
"[161.0,32.8,60.8,7.5,2.599999999999998,157.33333333333334,15.0]",168.5,Unhealthy
"[161.5,23.25,50.1,-26.5,-6.75,161.5,19.0]",135.0,Unhealthy
"[162.0,30.7,88.0,-2.5,3.0,162.0,21.0]",159.5,Unhealthy
"[162.5,17.15,73.15,15.5,-7.450000000000003,162.5,8.0]",178.0,Unhealthy
"[162.5,20.2,74.05,4.5,4.5,162.5,19.0]",167.0,Unhealthy
"[162.5,20.75,61.75,-10.5,12.65,162.5,1.0]",152.0,Unhealthy
"[162.5,27.75,39.65,11.5,-6.950000000000003,162.5,6.0]",174.0,Unhealthy
"[163.0,16.35,31.75,3.0,10.850000000000001,163.0,19.0]",166.0,Unhealthy
"[163.0,16.549999999999997,53.550000000000004,-7.0,-0.15000000000000213,163.0,17.0]",156.0,Unhealthy
"[163.0,18.7,81.4,1.0,-4.849999999999998,157.66666666666666,18.0]",164.0,Unhealthy
"[163.0,32.4,37.4,-2.5,-0.8000000000000043,168.33333333333334,20.0]",160.5,Unhealthy
"[163.5,28.700000000000003,53.85,-10.5,-0.3999999999999986,163.5,1.0]",153.0,Unhealthy
"[164.0,5.8,45.3,0.5,-11.849999999999998,166.5,0.0]",164.5,Unhealthy
"[164.0,18.25,54.25,-28.0,11.75,164.0,5.0]",136.0,Unhealthy
"[164.0,20.5,59.8,-15.0,-5.949999999999999,169.33333333333334,14.0]",149.0,Unhealthy
"[164.0,21.75,80.45,1.0,3.0500000000000007,164.0,18.0]",165.0,Unhealthy
"[164.0,32.0,79.1,5.5,2.1499999999999986,164.83333333333334,5.0]",169.5,Unhealthy
"[164.5,16.0,67.5,0.5,10.2,164.5,0.0]",165.0,Unhealthy
